,0,1,2,3
0,-1.3,3.1,58.99472422,60.10464134257993
1,-1.3,2.5,13.48230216,15.688934294600006
2,-1.9,2.7,47.3105036,48.19056391490006
3,-1.3,3.0,65.61342926,50.39072463727997
4,-1.5,3.1,82.30359712,84.42456115110001
5,-1.8,3.0,55.82877698,81.54893237069993
6,-1.9,3.0,81.05707434,82.35423021460008
7,-1.6,2.8,49.8672148,53.21766002020002
8,-2.1,3.0,81.05707434,82.46001918360008
9,-1.7,2.7,65.80463629,58.80163873290011
10,-1.3,2.7,27.22935252,34.94905760109993
11,-1.6,2.7,54.38920863,55.25557663420009
12,-1.8,2.7,39.36805755,47.4665364142001
13,-1.3,3.0,31.46532374,50.39072463727997
14,-2.1,2.5,16.21141487,22.3800479635
15,-1.5,3.0,72.23213429,75.42460257810006
16,-1.5,2.7,55.82877698,54.64256215660001
17,-1.7,3.1,148.0604317,133.8715827593999
18,-1.9,2.9,78.00143885,78.72503980840011
19,-1.7,3.0,131.8004796,110.92236289959999
20,-1.6,3.1,92.23165468,99.81029257499996
21,-1.3,2.9,53.92920863,54.462290166100054
22,-1.5,2.55,20.43194245,25.639296885399975
23,-1.7,2.9,111.9443645,105.7259955162
24,-1.9,3.1,141.4417266,120.40395202950009
