cathode,anode,0
0.0,0.0,23.1052283258
0.1,0.0,23.1052283258
0.2,0.0,28.452484467200044
0.30000000000000004,0.0,33.12823848910004
0.4,0.0,43.02364363350001
0.5,0.0,43.02364363350001
0.6000000000000001,0.0,43.02364363350001
0.7000000000000001,0.0,43.02364363350001
0.8,0.0,43.00615739400001
0.9,0.0,42.8834346304
1.0,0.0,42.8834346304
1.1,0.0,41.851325628
1.2000000000000002,0.0,41.851325628
1.3,0.0,41.851325628
1.4000000000000001,0.0,42.02978721299999
1.5,0.0,42.02978721299999
1.6,0.0,42.02978721299999
1.7000000000000002,0.0,42.072145761799995
1.8,0.0,39.00237235969998
1.9000000000000001,0.0,39.00237235969998
2.0,0.0,39.00237235969998
2.1,0.0,39.00237235969998
2.2,0.0,39.00237235969998
2.3000000000000003,0.0,38.114170509599994
2.4000000000000004,0.0,38.114170509599994
2.5,0.0,38.114170509599994
2.6,0.0,38.16339725009999
2.7,0.0,38.16339725009999
2.8000000000000003,0.0,39.2219103225
2.9000000000000004,0.0,39.2219103225
3.0,0.0,39.2219103225
3.1,0.0,39.2219103225
3.2,0.0,39.2219103225
3.3000000000000003,0.0,39.282350645399994
3.4000000000000004,0.0,39.282350645399994
3.5,0.0,39.282350645399994
3.6,0.0,39.225178404699996
3.7,0.0,39.225178404699996
3.8000000000000003,0.0,39.225178404699996
3.9000000000000004,0.0,39.225178404699996
4.0,0.0,39.225178404699996
0.0,0.1,23.1052283258
0.1,0.1,23.1052283258
0.2,0.1,28.452484467200044
0.30000000000000004,0.1,33.12823848910004
0.4,0.1,43.02364363350001
0.5,0.1,43.02364363350001
0.6000000000000001,0.1,43.02364363350001
0.7000000000000001,0.1,43.02364363350001
0.8,0.1,43.00615739400001
0.9,0.1,42.8834346304
1.0,0.1,42.8834346304
1.1,0.1,41.851325628
1.2000000000000002,0.1,41.851325628
1.3,0.1,41.851325628
1.4000000000000001,0.1,42.02978721299999
1.5,0.1,42.02978721299999
1.6,0.1,42.02978721299999
1.7000000000000002,0.1,42.072145761799995
1.8,0.1,39.00237235969998
1.9000000000000001,0.1,39.00237235969998
2.0,0.1,39.00237235969998
2.1,0.1,39.00237235969998
2.2,0.1,39.00237235969998
2.3000000000000003,0.1,38.114170509599994
2.4000000000000004,0.1,38.114170509599994
2.5,0.1,38.114170509599994
2.6,0.1,38.16339725009999
2.7,0.1,38.16339725009999
2.8000000000000003,0.1,39.2219103225
2.9000000000000004,0.1,39.2219103225
3.0,0.1,39.2219103225
3.1,0.1,39.2219103225
3.2,0.1,39.2219103225
3.3000000000000003,0.1,39.282350645399994
3.4000000000000004,0.1,39.282350645399994
3.5,0.1,39.282350645399994
3.6,0.1,39.225178404699996
3.7,0.1,39.225178404699996
3.8000000000000003,0.1,39.225178404699996
3.9000000000000004,0.1,39.225178404699996
4.0,0.1,39.225178404699996
0.0,0.2,20.068827136699998
0.1,0.2,20.068827136699998
0.2,0.2,21.104351119900013
0.30000000000000004,0.2,21.613436239000016
0.4,0.2,24.88786820810002
0.5,0.2,24.88786820810002
0.6000000000000001,0.2,24.88786820810002
0.7000000000000001,0.2,24.88786820810002
0.8,0.2,24.875913709000024
0.9,0.2,25.25382625840002
1.0,0.2,25.25382625840002
1.1,0.2,25.016573748799996
1.2000000000000002,0.2,25.016573748799996
1.3,0.2,25.016573748799996
1.4000000000000001,0.2,25.78924655039999
1.5,0.2,25.78924655039999
1.6,0.2,25.78924655039999
1.7000000000000002,0.2,25.81533310389999
1.8,0.2,21.93702591920001
1.9000000000000001,0.2,21.798370999400014
2.0,0.2,21.798370999400014
2.1,0.2,21.798370999400014
2.2,0.2,21.798370999400014
2.3000000000000003,0.2,20.69005082330001
2.4000000000000004,0.2,20.69005082330001
2.5,0.2,20.69005082330001
2.6,0.2,20.879962045200003
2.7,0.2,20.879962045200003
2.8000000000000003,0.2,22.898743665400005
2.9000000000000004,0.2,22.898743665400005
3.0,0.2,22.898743665400005
3.1,0.2,22.898743665400005
3.2,0.2,22.898743665400005
3.3000000000000003,0.2,22.959183988300005
3.4000000000000004,0.2,22.959183988300005
3.5,0.2,22.959183988300005
3.6,0.2,22.868862602200007
3.7,0.2,22.868862602200007
3.8000000000000003,0.2,22.868862602200007
3.9000000000000004,0.2,22.868862602200007
4.0,0.2,22.868862602200007
0.0,0.30000000000000004,19.65635026825999
0.1,0.30000000000000004,19.65635026825999
0.2,0.30000000000000004,20.693529692660007
0.30000000000000004,0.30000000000000004,21.202614811760007
0.4,0.30000000000000004,24.607339676760002
0.5,0.30000000000000004,24.607339676760002
0.6000000000000001,0.30000000000000004,24.607339676760002
0.7000000000000001,0.30000000000000004,24.607339676760002
0.8,0.30000000000000004,24.595385177660006
0.9,0.30000000000000004,25.137429624600003
1.0,0.30000000000000004,25.137429624600003
1.1,0.30000000000000004,24.900177114999977
1.2000000000000002,0.30000000000000004,24.900177114999977
1.3,0.30000000000000004,24.900177114999977
1.4000000000000001,0.30000000000000004,25.73861365629997
1.5,0.30000000000000004,25.73861365629997
1.6,0.30000000000000004,25.73861365629997
1.7000000000000002,0.30000000000000004,25.73379809639997
1.8,0.30000000000000004,21.418650183400008
1.9000000000000001,0.30000000000000004,21.279995263600007
2.0,0.30000000000000004,21.279995263600007
2.1,0.30000000000000004,21.279995263600007
2.2,0.30000000000000004,21.279995263600007
2.3000000000000003,0.30000000000000004,20.083346657200007
2.4000000000000004,0.30000000000000004,20.083346657200007
2.5,0.30000000000000004,20.083346657200007
2.6,0.30000000000000004,20.341748180400003
2.7,0.30000000000000004,20.341748180400003
2.8000000000000003,0.30000000000000004,22.6321721554
2.9000000000000004,0.30000000000000004,22.6321721554
3.0,0.30000000000000004,22.6321721554
3.1,0.30000000000000004,22.6321721554
3.2,0.30000000000000004,22.6321721554
3.3000000000000003,0.30000000000000004,22.6926124783
3.4000000000000004,0.30000000000000004,22.6926124783
3.5,0.30000000000000004,22.6926124783
3.6,0.30000000000000004,22.602291092199998
3.7,0.30000000000000004,22.602291092199998
3.8000000000000003,0.30000000000000004,22.602291092199998
3.9000000000000004,0.30000000000000004,22.602291092199998
4.0,0.30000000000000004,22.602291092199998
0.0,0.4,17.470602560579994
0.1,0.4,17.470602560579994
0.2,0.4,18.219356753880003
0.30000000000000004,0.4,18.357472416680004
0.4,0.4,20.06434515497999
0.5,0.4,20.06434515497999
0.6000000000000001,0.4,20.06434515497999
0.7000000000000001,0.4,20.06434515497999
0.8,0.4,20.03605679867999
0.9,0.4,20.90897773176001
1.0,0.4,20.90897773176001
1.1,0.4,21.077074697960008
1.2000000000000002,0.4,21.077074697960008
1.3,0.4,21.323029580060002
1.4000000000000001,0.4,22.34707386346
1.5,0.4,22.34707386346
1.6,0.4,22.28478234046
1.7000000000000002,0.4,22.2849990046
1.8,0.4,17.829532827300028
1.9000000000000001,0.4,17.669484075900026
2.0,0.4,17.669484075900026
2.1,0.4,17.669484075900026
2.2,0.4,17.669484075900026
2.3000000000000003,0.4,15.526529174000016
2.4000000000000004,0.4,15.526529174000016
2.5,0.4,15.526529174000016
2.6,0.4,15.99040160110001
2.7,0.4,15.99040160110001
2.8000000000000003,0.4,20.197389662800003
2.9000000000000004,0.4,20.197389662800003
3.0,0.4,20.197389662800003
3.1,0.4,20.197389662800003
3.2,0.4,20.197389662800003
3.3000000000000003,0.4,20.2578299857
3.4000000000000004,0.4,20.2578299857
3.5,0.4,20.2578299857
3.6,0.4,20.1675085996
3.7,0.4,20.1675085996
3.8000000000000003,0.4,20.1675085996
3.9000000000000004,0.4,20.1675085996
4.0,0.4,20.1675085996
0.0,0.5,15.598338916719998
0.1,0.5,15.598338916719998
0.2,0.5,15.938544981220002
0.30000000000000004,0.5,16.076660644020002
0.4,0.5,16.33261948102
0.5,0.5,16.33261948102
0.6000000000000001,0.5,16.33261948102
0.7000000000000001,0.5,16.33261948102
0.8,0.5,16.23170669552
0.9,0.5,17.879195740700016
1.0,0.5,17.879195740700016
1.1,0.5,18.495398625400014
1.2000000000000002,0.5,18.495398625400014
1.3,0.5,19.736436680280015
1.4000000000000001,0.5,20.731100600170006
1.5,0.5,20.731100600170006
1.6,0.5,20.606517554170008
1.7000000000000002,0.5,20.76467088401
1.8,0.5,18.989345851240003
1.9000000000000001,0.5,18.669248348440004
2.0,0.5,18.669248348440004
2.1,0.5,18.669248348440004
2.2,0.5,18.706836536340003
2.3000000000000003,0.5,14.098745888500009
2.4000000000000004,0.5,14.098745888500009
2.5,0.5,14.098745888500009
2.6,0.5,14.485738254600003
2.7,0.5,14.485738254600003
2.8000000000000003,0.5,20.912341139599985
2.9000000000000004,0.5,20.912341139599985
