cathode,anode,0
0.0,0.0,88.19296498449995
0.1,0.0,88.19296498449995
0.2,0.0,112.44270886500007
0.30000000000000004,0.0,121.97752708900006
0.4,0.0,174.08142924049992
0.5,0.0,174.08142924049992
0.6000000000000001,0.0,174.08142924049992
0.7000000000000001,0.0,174.08142924049992
0.8,0.0,175.04890741749995
0.9,0.0,175.99167576299996
1.0,0.0,175.99167576299996
1.1,0.0,161.07090838399992
1.2000000000000002,0.0,161.09566234099992
1.3,0.0,160.8573448349999
1.4000000000000001,0.0,161.68004987099985
1.5,0.0,161.68004987099985
1.6,0.0,161.68004987099985
1.7000000000000002,0.0,161.6023462740999
1.8,0.0,160.42289303109987
1.9000000000000001,0.0,160.42289303109987
2.0,0.0,160.42289303109987
2.1,0.0,160.42289303109987
2.2,0.0,160.42289303109987
2.3000000000000003,0.0,160.11728535709986
2.4000000000000004,0.0,160.11728535709986
2.5,0.0,160.11728535709986
2.6,0.0,160.15757120799987
2.7,0.0,160.15757120799987
2.8000000000000003,0.0,160.15757120799987
2.9000000000000004,0.0,160.15757120799987
3.0,0.0,160.15757120799987
3.1,0.0,160.15757120799987
3.2,0.0,160.15757120799987
3.3000000000000003,0.0,160.15757120799987
3.4000000000000004,0.0,160.15757120799987
3.5,0.0,160.15757120799987
3.6,0.0,159.48072352099987
3.7,0.0,159.48072352099987
3.8000000000000003,0.0,159.48072352099987
3.9000000000000004,0.0,159.48072352099987
4.0,0.0,159.48072352099987
0.0,0.1,88.19296498449995
0.1,0.1,88.19296498449995
0.2,0.1,112.44270886500007
0.30000000000000004,0.1,121.97752708900006
0.4,0.1,174.08142924049992
0.5,0.1,174.08142924049992
0.6000000000000001,0.1,174.08142924049992
0.7000000000000001,0.1,174.08142924049992
0.8,0.1,175.04890741749995
0.9,0.1,175.99167576299996
1.0,0.1,175.99167576299996
1.1,0.1,161.07090838399992
1.2000000000000002,0.1,161.09566234099992
1.3,0.1,160.8573448349999
1.4000000000000001,0.1,161.68004987099985
1.5,0.1,161.68004987099985
1.6,0.1,161.68004987099985
1.7000000000000002,0.1,161.6023462740999
1.8,0.1,160.42289303109987
1.9000000000000001,0.1,160.42289303109987
2.0,0.1,160.42289303109987
2.1,0.1,160.42289303109987
2.2,0.1,160.42289303109987
2.3000000000000003,0.1,160.11728535709986
2.4000000000000004,0.1,160.11728535709986
2.5,0.1,160.11728535709986
2.6,0.1,160.15757120799987
2.7,0.1,160.15757120799987
2.8000000000000003,0.1,160.15757120799987
2.9000000000000004,0.1,160.15757120799987
3.0,0.1,160.15757120799987
3.1,0.1,160.15757120799987
3.2,0.1,160.15757120799987
3.3000000000000003,0.1,160.15757120799987
3.4000000000000004,0.1,160.15757120799987
3.5,0.1,160.15757120799987
3.6,0.1,159.48072352099987
3.7,0.1,159.48072352099987
3.8000000000000003,0.1,159.48072352099987
3.9000000000000004,0.1,159.48072352099987
4.0,0.1,159.48072352099987
0.0,0.2,84.20206234759996
0.1,0.2,84.20206234759996
0.2,0.2,99.60899567910006
